model,scene,nodeType,methodName,totalTime,execCount
supplychain-planner,性能测试1/3,UnitPeriodTime,calcUnitAvailability,803,1428
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcFulfilledDependentDemandQuantityForN,7187,11904
supplychain-planner,性能测试1/3,UnitPeriodTime,calcProductCapacityInUnitPeriods,457,1330
supplychain-planner,性能测试1/3,ProductInStockingPointInMonth,calcFulfilledSalesDemandInfo,8699,23808
supplychain-planner,性能测试1/3,DependentDemand,calcPlanOrder,14335,7896
supplychain-planner,性能测试1/3,PeriodDefinition,calcPeriodBeforePlanningHorizon,1,1
supplychain-planner,性能测试1/3,PeriodTask,calcAsLeadNextStepInPeriod,3427,7912
supplychain-planner,性能测试1/3,BusinessKPI,calcPeriodNode,10,1
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcTotalMaxCapacity,1241,63
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcTargetInventoryLevel,16213,27776
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcReleasePISPIP,125483,83328
supplychain-planner,性能测试1/3,ProductRoutingInDay,calcReleasePISPIPForPiece,112658,69090
supplychain-planner,性能测试1/3,PlanOrder,calcPlannedQuantity,5392,13853
supplychain-planner,性能测试1/3,StockingPoint,calcSupplyChainId,5,8
supplychain-planner,性能测试1/3,SupplyChain,calcChildren,28,6
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcDetectionDuration,6511,27776
supplychain-planner,性能测试1/3,UnitPeriodTime,calcTotalAvailableCapacityInHour,4490,2023
supplychain-planner,性能测试1/3,PeriodTask,calcQuantityOutWithoutByProducts,3134,7912
supplychain-planner,性能测试1/3,PlanOrderStep,calcProductId,18500,13853
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcSalesDemandQuantity,10884,51584
supplychain-planner,性能测试1/3,OutputProduct,calcSourcePISPs,3140,3958
supplychain-planner,性能测试1/3,UnitPeriodTime,calcUnitCost,470,1330
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcReleaseInventoryLevelEnd,161367,83328
supplychain-planner,性能测试1/3,PeriodDefinitionSequence,calcStartWithHistory,8,1
supplychain-planner,性能测试1/3,Product,calcHasChild,821,1989
supplychain-planner,性能测试1/3,SupplyChainUnit,calcHasParent,267,195
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcMonthlyDeliveredQuantityN,3271,5952
supplychain-planner,性能测试1/3,PlanOrder,calcReleaseQtyMinusLast,5292,13853
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcNewSupplyInfo,17372,49576
supplychain-planner,性能测试1/3,NewSupply,calcIsPurchase,6142,7912
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcEndDate,156214,41664
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcFulfilledSalesDemandQuantity,18870,41664
supplychain-planner,性能测试1/3,Period,calcPeriodNr,10,7
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcDetectedPISP,12829,5952
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcLeadDuration,4083,5952
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcCapacityLoadPercentage,24,63
supplychain-planner,性能测试1/3,PlanOrderStep,calcPreviousStepSequenceNr,3719,13853
supplychain-planner,性能测试1/3,PeriodTask,calcIsLead,5574,7912
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcDetectedPISPs,137100,41664
supplychain-planner,性能测试1/3,UnitPeriodTime,calcVariableCostPerQuantity,236,1330
supplychain-planner,性能测试1/3,OutputProduct,calcCycleTime,1732,2971
supplychain-planner,性能测试1/3,PlanOrder,calcWorkOrder,4330,13853
supplychain-planner,性能测试1/3,ProductRoutingStepOnUnit,calcProductionCycleTime,827,1979
supplychain-planner,性能测试1/3,Product,calcInventoryDemandCoverCoef,2152,1989
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcOrderTypeName,3361,5952
supplychain-planner,性能测试1/3,BusinessKPI,calcTotalCapacity,14044,536
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcBonusOfInventory,16081,41664
supplychain-planner,性能测试1/3,UnitPeriodTime,calcPeriodTaskInfo,846,1598
supplychain-planner,性能测试1/3,UnitPeriodTime,calcUnitPeriodMutexExtra,356,1330
supplychain-planner,性能测试1/3,Period,calcSupplyChainUnits,660837,1715
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcReleasePISPIPForPp,44946,27776
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcMinServiceLevelDemandQuantity,2888,5952
supplychain-planner,性能测试1/3,ProductRouting,calcOrderTypeName,1548,1979
supplychain-planner,性能测试1/3,Period,calcMaxPostponeDays,9,7
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcTotalAvailableCapacity,1181,63
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcSupplyChainPlanner,68160,41664
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcCanceledQuantity,10560,31724
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcDuration,33,35
supplychain-planner,性能测试1/3,ProductRoutingInDay,calcEnd,356341,34545
supplychain-planner,性能测试1/3,DependentDemand,calcDependentDemandGroup,4190,7896
supplychain-planner,性能测试1/3,NewSupply,calcSystemNewSupply,2866,7912
supplychain-planner,性能测试1/3,PlanOrder,calcIsMonthStart,10896,13853
supplychain-planner,性能测试1/3,SupplyChainPlanner,calcEnd,1676,3
supplychain-planner,性能测试1/3,DependentDemand,calcFulfilledQuantity,711,3948
supplychain-planner,性能测试1/3,ProductRouting,calcLoopTag,2361,1979
supplychain-planner,性能测试1/3,ProductRouting,calcProductionVersionId,613,1979
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcOriginalSalesDemands,16734,41664
supplychain-planner,性能测试1/3,DependentDemand,calcInventoryLevelEnd,3105,3964
supplychain-planner,性能测试1/3,PeriodTask,calcNewSupplies,31185,15824
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcNrOfTemporaryClose,4,35
supplychain-planner,性能测试1/3,UnitPeriodTime,calcPeriodTasks,6712,2660
supplychain-planner,性能测试1/3,PeriodTask,calaAllowedUnit,5422,7912
supplychain-planner,性能测试1/3,PlanOrder,calcProductRoutingIdInPP,11303,13853
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcServiceLevel,11730,5952
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcStockingPoint,54699,27776
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcIsConventionalProduct,31493,27776
supplychain-planner,性能测试1/3,BillOfMaterial,calcBillOfMaterialsOnSameGroup,1484,992
supplychain-planner,性能测试1/3,PeriodTask,calcIsBeforeStartOfPlanningHorizon,2642,7912
supplychain-planner,性能测试1/3,PlanOrder,calcFromPISP,14864,13853
supplychain-planner,性能测试1/3,PlanOrder,calcCanceledQuantity,5457,13853
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcTypeChange,3535,5952
supplychain-planner,性能测试1/3,UnitPeriodTime,calcHasPreviousAndBelongToSameShiftPattern,140,1330
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcIsSemiFinishedProductStockingPoint,2735,5952
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcMonthlyFulfillRatioN1,1869,5952
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcIsBeforeStartOfPlanningHorizon,8,35
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcSalesDemands,17310,41664
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcIsFromProduction,8879,5952
supplychain-planner,性能测试1/3,PlanOrder,calcToPlant,13611,13853
supplychain-planner,性能测试1/3,ProductRoutingInMonth,calcLastStep,2512,987
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcDetectedPISPIP,152420,41664
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcPurchaseOrderReleaseQuantity,16177,27776
supplychain-planner,性能测试1/3,PlanOrder,calcPlanOrderSteps,36592,13853
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcSupplyChainPlanner,9993,5952
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcNeedProductionInBatch,1873,5952
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcTuneQuantity,3156,5952
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcInventoryCosts,3567,5952
supplychain-planner,性能测试1/3,InputProduct,calcIsNeededForOptimization,692,1979
supplychain-planner,性能测试1/3,ProductRouting,calcPlanOrderQuantityForN1,762,3951
supplychain-planner,性能测试1/3,PeriodTask,calcResourceFlag,19562,23736
supplychain-planner,性能测试1/3,UnitPeriodTime,calcWIP,143,1330
supplychain-planner,性能测试1/3,PlanOrder,calcProductRoutingIdInSC,15038,13853
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcBreakDownCount,2698,5952
supplychain-planner,性能测试1/3,PeriodTask,calcFreeCapacity,7723,15824
supplychain-planner,性能测试1/3,ProductRouting,calcHasMinOrderQuantity,472,1979
supplychain-planner,性能测试1/3,Product,calcHasDemand,1075,1989
supplychain-planner,性能测试1/3,ProductRouting,calcProductRoutingInMonthForN1,23254,3952
supplychain-planner,性能测试1/3,DependentDemand,calcIsNecessaryDependentDemand,4678,11823
supplychain-planner,性能测试1/3,SupplyChain,calcProductionRoutings,2135,18
supplychain-planner,性能测试1/3,PeriodTask,calcRequiredInventory,2073,7912
supplychain-planner,性能测试1/3,NewSupply,calcSupplyFulfilledDemands,1905,7912
supplychain-planner,性能测试1/3,OutputProduct,calcIsNeededForOptimization,632,1979
supplychain-planner,性能测试1/3,PlanOrder,calcDependentDemands,16772,17801
supplychain-planner,性能测试1/3,SupplyChainUnit,calcMaximumLoadPercentage,90,195
supplychain-planner,性能测试1/3,PeriodTask,calcTotalAvailableCapacity,3236,7912
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcHasSupplyLoop,3250,6939
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcMonthlyInnerNewSupplyQuantityN1,2014,5952
supplychain-planner,性能测试1/3,PlanOrderStep,calcStepSequenceNr,9491,13853
supplychain-planner,性能测试1/3,PeriodTask,calcViceAsConstraint,4131,7912
supplychain-planner,性能测试1/3,ProductInStockingPointInMonth,calcProductAttribute,14954,5952
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcMaximumLoadPercentage,65,63
supplychain-planner,性能测试1/3,Product,calcPurchaseRequests,966,1989
supplychain-planner,性能测试1/3,ProductInStockingPointInMonth,calcProductionSupplyQuantity,8173,23808
supplychain-planner,性能测试1/3,PeriodTask,calcPeriod,7100,7912
supplychain-planner,性能测试1/3,ProductRoutingInMonth,calcProductId,1690,987
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcNewSupplyQuantityInPP,34264,69440
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcUserInventoryCoef,2610,5952
supplychain-planner,性能测试1/3,SupplyChainPlanner,calcTotalNrOfPeriods,524,1
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcMonthlyPhysicalInventoryEndN1,1608,5952
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcMaterialReason,26151,49576
supplychain-planner,性能测试1/3,PeriodTask,calcBaseCostPerQuantity,3790,7912
supplychain-planner,性能测试1/3,DependentDemand,calcInvalidRoutingInfo,647,3968
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcReleasedInventorySuppliesFulfilledDemands,17890,41664
supplychain-planner,性能测试1/3,SupplyChainUnit,calcUnitGroupId,270,195
supplychain-planner,性能测试1/3,ProductRouting,calcMainUOMId,18788,1979
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcInnerNewSupplyQuantity,17842,41664
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcProductInStockingPointInPeriodsForPP,15255,11904
supplychain-planner,性能测试1/3,DependentDemand,calcProductInStockingPoint,4555,3948
supplychain-planner,性能测试1/3,Product,calcLevel,3344,3973
supplychain-planner,性能测试1/3,BusinessKPI,calcUnitPeriods,8440,134
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcHasPlannedDemand,18563,11904
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcMaxTotalProductCapacity,19,35
supplychain-planner,性能测试1/3,Period,calcMaxPostponeDate,11,7
supplychain-planner,性能测试1/3,OutputProduct,calcLoopTag,1149,1979
supplychain-planner,性能测试1/3,Period,calcOnTimeFulfillmentQty,5,7
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcProduct,38378,27776
supplychain-planner,性能测试1/3,ProductRouting,calcIsTransportRouting,434,1979
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcPurchaseRequestDetectQuantity,16493,41664
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcReleasePISPIP,51514,27776
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcNext,42,35
supplychain-planner,性能测试1/3,PeriodTask,calcQuantityIn,3288,7912
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcMonthlyNewSupplyQuantityN,6065,11904
supplychain-planner,性能测试1/3,DependentDemand,calcInputValidFrom,2975,3948
supplychain-planner,性能测试1/3,PeriodTask,calcEnd,3803,7912
supplychain-planner,性能测试1/3,PeriodDefinition,calcMaxReleasePeriodQty,3,1
supplychain-planner,性能测试1/3,Product,calcProductionQuantity,2475,2976
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcTargetInQuantity,15486,41664
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcPeriodTasks,8412,70
supplychain-planner,性能测试1/3,ProductInStockingPointInMonth,calcLastProductInStockingPointInPeriod,16459,23808
supplychain-planner,性能测试1/3,OutputProduct,calcSystemQuantity,4315,3958
supplychain-planner,性能测试1/3,UnitPeriodTime,calcVariableCostFactor,2458,1330
supplychain-planner,性能测试1/3,DependentDemand,calcIsAllowedDependentDemand,3422,3948
supplychain-planner,性能测试1/3,UnitPeriodTime,calcPrevious,2038,1330
supplychain-planner,性能测试1/3,PlanOrder,calcStart,26048,13853
supplychain-planner,性能测试1/3,PlanOrder,calcProduct,19797,13853
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcStockStatistics,3561,5952
supplychain-planner,性能测试1/3,ProductInStockingPointInMonth,calcReason,1454,5952
supplychain-planner,性能测试1/3,NewSupply,calcBaseCost,6288,7912
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcPurchaseOrderDetectQuantity,16215,27776
supplychain-planner,性能测试1/3,UnitPeriodTime,calcDuration,1082,1330
supplychain-planner,性能测试1/3,SupplyChainUnit,calcMutexProductionsInPeriodForUnitB,62,195
supplychain-planner,性能测试1/3,SupplyChainUnit,calcMutexProductionsInPeriodForUnitA,62,195
supplychain-planner,性能测试1/3,Product,calcTotalAvailableInventoryQuantity,537,1989
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcPhysicalInventoryLevelEnd,20636,51584
supplychain-planner,性能测试1/3,ProductRoutingInDay,calcLastAssignmentsFromPP,6503,34545
supplychain-planner,性能测试1/3,Period,calcRatioDays,9,7
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcProductInStockingPointInDays,3669,5952
supplychain-planner,性能测试1/3,PeriodTask,calcIsUnitFreeCapacityUnFillMinOQ,2373,11860
supplychain-planner,性能测试1/3,Period,calcIsPeriodFrozen,7,7
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcMonthlyNewSupplyQuantityN1,1363,5952
supplychain-planner,性能测试1/3,StockingPoint,calcStockingPointCosts,8,8
supplychain-planner,性能测试1/3,PeriodTask,calcUsedCapacity,2319,7912
supplychain-planner,性能测试1/3,ProductInStockingPointInMonth,calcOriginalSalesDemandQuantity,7040,23808
supplychain-planner,性能测试1/3,Product,calcOrderCarryOver,720,1989
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcSupplyFulfilledDependentDemands,23788,45612
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcUnfulfilledQuantity,15524,41664
supplychain-planner,性能测试1/3,ProductRouting,calcSupplyWithLotSize,372,1979
supplychain-planner,性能测试1/3,DependentDemand,calcUnallocatedQuantityByUserOrOptimizer,638,3948
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcDetectInventoryLevelEnd,17001,41664
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcDependentDemandQuantity,6711,27776
supplychain-planner,性能测试1/3,OutputProduct,calcProductName,1850,1979
supplychain-planner,性能测试1/3,PeriodTask,calcCostPerQuantity,5698,7912
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcTargetInventorySpecification,16463,41664
supplychain-planner,性能测试1/3,ProductInStockingPointInMonth,calcFulfilledDemandQuantity,6322,23808
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcProductionRoutings,83088,55482
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcInventorySupplyQuantity,15583,27776
supplychain-planner,性能测试1/3,ProductRouting,calcIsLeadRouting,8501,2965
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcHasSalesDemand,2464,5952
supplychain-planner,性能测试1/3,ProductRouting,calcMaxOrderQuantity,17237,1979
supplychain-planner,性能测试1/3,PlanOrderStep,calcProduct,24099,13853
supplychain-planner,性能测试1/3,ProductRouting,calcSupplyChainPlanner,19061,1979
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcProductionLines,72861,55482
supplychain-planner,性能测试1/3,SupplyChainUnit,calcHasChildUsedInProductRoutingStep,407,262
supplychain-planner,性能测试1/3,PlanOrderStep,calcIsBeforeStartOfPlanningHorizon,6004,13853
supplychain-planner,性能测试1/3,BusinessKPI,calcTotalUsedCapacity,1599,67
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcAllFulfilledDemandQuantityForOG,14173,41664
supplychain-planner,性能测试1/3,InputProduct,calcSupplyCheckInfo,5479,2966
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcAllUnfulfilledDemandQuantityForOG,14429,41664
supplychain-planner,性能测试1/3,UnitAvailability,calcShiftPattern,47,14
supplychain-planner,性能测试1/3,PeriodTask,calcInventoryLevelEnd,6555,21758
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcGlobalParameter,10435,5952
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcExpirePISPIPs,32194,41664
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcHasUnitCost,51,35
supplychain-planner,性能测试1/3,ProductRouting,calcProductRoutingInDays,31696,3958
supplychain-planner,性能测试1/3,NewSupply,calcCost,5510,7912
supplychain-planner,性能测试1/3,PlanOrder,calcSuppliesFulfilledDependentDemands,6421,17801
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcIsRawMaterialStockingPoint,60601,41664
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcNewSupplies,92830,83328
supplychain-planner,性能测试1/3,Product,calcNeedDetect,1177,1989
supplychain-planner,性能测试1/3,DependentDemand,calcAllocatedQuantityByUserOrOptimizer,902,3948
supplychain-planner,性能测试1/3,ProductRouting,calcTotalQuantityFromPPNextMonth,997,3951
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcInventoryFlag,33303,41664
supplychain-planner,性能测试1/3,Product,calcAverageQuantityDemandInMonth,361,1989
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcInventoryLevelStart,11656,51584
supplychain-planner,性能测试1/3,PlanOrder,calcIsLeadRouting,10599,13853
supplychain-planner,性能测试1/3,ReleaseStatus,calcReleaseStatus,9,1
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcSalesDemandRemainQuantity,22350,51584
supplychain-planner,性能测试1/3,PlanOrder,calcQtyMinusReleaseQty,5417,13853
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcTargetInventoryLevelEndForNRelease,3489,5952
supplychain-planner,性能测试1/3,PeriodTask,calcLeadSameStepInPeriods,14347,15824
supplychain-planner,性能测试1/3,Product,calcOrderRemain,1043,1989
supplychain-planner,性能测试1/3,UnitPeriodTime,calcTotalAvailableCapacity,2674,2659
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcCanReleaseBeforeInfinitePurchase,34488,41664
supplychain-planner,性能测试1/3,Period,calcSalesDemandQuantity,4,7
supplychain-planner,性能测试1/3,StockingPoint,calcIsRawMaterialStockingPoint,4,8
supplychain-planner,性能测试1/3,Period,calcPeriodMonth,8,7
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcStockingPointId,13128,5952
supplychain-planner,性能测试1/3,Period,calcPostponedFulfillmentQuantity,4,7
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcPurchaseNewSupplyQuantity,20283,45628
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcNewSupplyQuantity,44095,165956
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcTunePercent,2268,5952
supplychain-planner,性能测试1/3,PeriodDefinition,calcNrOfPeriods,5,2
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcTargetInventoryLevel,15803,41664
supplychain-planner,性能测试1/3,SupplyChainPlanner,calcStartOfHistorical,14,1
supplychain-planner,性能测试1/3,SupplyChainUnit,calcStockingPointUnits,172,195
supplychain-planner,性能测试1/3,PeriodTask,calcPrevious,9507,15824
supplychain-planner,性能测试1/3,ProductRouting,calcValidTill,14228,1979
supplychain-planner,性能测试1/3,DependentDemand,calcUnfulfilledQuantity,876,3948
supplychain-planner,性能测试1/3,BusinessKPI,calcAllProductionQuantity,8,1
supplychain-planner,性能测试1/3,PlanOrderStep,calcQuantity,9086,13853
supplychain-planner,性能测试1/3,ProductRouting,calcUsedCapacity,1826,3957
supplychain-planner,性能测试1/3,Product,calcIsConventionalProduct,2279,1989
supplychain-planner,性能测试1/3,PeriodTask,calcEndDate,3842,7912
supplychain-planner,性能测试1/3,ProductRouting,calcBomValidTill,12509,1979
supplychain-planner,性能测试1/3,PlanOrder,calcInputs,23004,13853
supplychain-planner,性能测试1/3,SupplyChainUnit,calcHasCapacityType,283,195
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcLaterFulfilledFulfilledDemandQuantity,17436,41664
supplychain-planner,性能测试1/3,OutputProduct,calcProductRouting,2656,1979
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcChildrenPISP,21048,41664
supplychain-planner,性能测试1/3,Product,calcBillOfMaterials,2673,1989
supplychain-planner,性能测试1/3,PeriodDefinition,calcPreviousPeriodDefinition,1,1
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcInventoryDemandFulfilledQuantity,15654,41664
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcStart,62,35
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcSourcePISPs,20886,7931
supplychain-planner,性能测试1/3,OutputProduct,calcFactor,1915,3958
supplychain-planner,性能测试1/3,ProductRoutingStepOnUnit,calcProductRoutingStepOnUnitOnViceTypes,467,1979
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcTargetInventoryUnfulfilledReason,143645,91240
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcSupplyQuantity,15074,41664
supplychain-planner,性能测试1/3,UnitPeriodTime,calcNext,2295,1330
supplychain-planner,性能测试1/3,ProductRoutingInMonth,calcIsOutsidePurchase,290,987
supplychain-planner,性能测试1/3,UnitPeriodTime,calcTotalCapacityDuration,1731,2023
supplychain-planner,性能测试1/3,UnitPeriodTime,calcFreeCapacity,2677,1393
supplychain-planner,性能测试1/3,NewSupply,calcProductInStockingPoint,7629,7912
supplychain-planner,性能测试1/3,UnitPeriodTime,calcTotalExtraCapacityDuration,565,1330
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcIsUsed,30636,11904
supplychain-planner,性能测试1/3,SupplyChain,calcParent,15,6
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcFulfilledSalesDemandQuantity,6423,27776
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcMonthlyFulfillRatioN,2024,5952
supplychain-planner,性能测试1/3,ProductRoutingStep,calcPrevious,1553,1979
supplychain-planner,性能测试1/3,Product,calcInventoryCoverDays,2486,1989
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcUnitPeriodInOwner,62,35
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcSupplyCheck,69505,12891
supplychain-planner,性能测试1/3,PeriodTask,calcPlanOrder,26764,15824
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcDemandQuantity,18334,41664
supplychain-planner,性能测试1/3,Product,calcAllBillOfMaterials,2546,1989
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcHasPointedSupplied,3981,5952
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcInventoryDemandFulfilledInDays,17451,41664
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcPispipForPp,163788,83328
supplychain-planner,性能测试1/3,PlanOrder,calcFromPlant,12285,13853
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcIsRawMaterialStockingPoint,6200,5952
supplychain-planner,性能测试1/3,ProductRouting,calcIsReplaceRouting,565,1979
supplychain-planner,性能测试1/3,DependentDemand,calcInputInvalidEnforce,1179,3948
supplychain-planner,性能测试1/3,ProductRoutingStep,calcQuantityToProcess,5064,2966
supplychain-planner,性能测试1/3,StockingPoint,calcProductInStockingPoints,8894,16
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcSupplyChainPlannerTime,7059,5952
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcMaxUnfulfilledQuantity,2876,5952
supplychain-planner,性能测试1/3,Product,calcPurchaseOrders,1125,1989
supplychain-planner,性能测试1/3,PlanOrder,calcHasMaxOQInThisPeriod,3146,13853
supplychain-planner,性能测试1/3,PeriodTask,calcPeriodTaskInOwner,15580,15824
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcPurchaseOrderDetectQuantity,16511,41664
supplychain-planner,性能测试1/3,UnitPeriodTime,calcCurrencyInPeriod,90,1330
supplychain-planner,性能测试1/3,ProductRouting,calcIsForProduction,10954,1979
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcPurchaseRequestSuppliesFulfilledDemands,17909,41664
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcHasUnitAvailability,8,35
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcIsUndetectedStockingPoint,101382,41664
supplychain-planner,性能测试1/3,Product,calcHasProductProductionRoutingSteps,11399,2977
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcTargetInventoryLevelEndForN,7275,11904
supplychain-planner,性能测试1/3,MonthlyPeriod,calcPeriods,27,1
supplychain-planner,性能测试1/3,SupplyChainPlanner,calcPeriods,573,1
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcWIP,4,35
supplychain-planner,性能测试1/3,PlanOrderStep,calcWorkShopId,18230,13853
supplychain-planner,性能测试1/3,PlanOrder,calcFromSP,16191,13853
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcFinishedQuantity,10525,31724
supplychain-planner,性能测试1/3,UnitPeriodTime,calcTotalUnavailableCapacity,1708,2023
supplychain-planner,性能测试1/3,PeriodTask,calcIsFrozen,2319,7912
supplychain-planner,性能测试1/3,ProductRoutingStep,calcInputOutputProducts,6655,2966
supplychain-planner,性能测试1/3,Product,calcActiveProductLevel,2486,1989
supplychain-planner,性能测试1/3,SupplyChainUnit,calcChildren,1575,195
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcUnitMutexInPeriod,8,35
supplychain-planner,性能测试1/3,PeriodDefinitionSequence,calcStart,13,1
